outage_id;event_id;feeder_id;asset_id;tm_id;ilce;bolge_tipi;kesinti_tipi;baslangic;bitis;sure_dk;ekip_varis_dk;etkilenen_abone;etkilenen_kritik_musteri;kayip_enerji_kWh;ariza_nedeni;onarim_aciklamasi;ihbar_kanali;sure_supheli;sure_dolduruldu;abone_dolduruldu;varlik_tipi;aciklama_tutarsiz
OMS-2021-003725;EVT-031803;MRS-F-064;MRS-F-064-D0103;TM-05;Tarsus;kirsal;PLANSIZ;2021-11-13 12:15:00;2021-11-13 16:39:12;264,2;55,1;1097;0;5313,5;HAYVAN;KEDI TRAFOYA GIRDI;186_CAGRI;0;0;0;DIREK;0
OMS-2021-009903;EVT-084625;MRS-F-108;MRS-F-108-T015;TM-12;Mut;kirsal;PLANSIZ;2021-11-13 12:16:00;2021-11-13 14:48:36;152,6;76,6;376;0;1051,9;EKIPMAN_YASLANMA;direk curumesi;SAHA_EKIBI;0;0;0;DAGITIM_TRAFOSU;1
OMS-2021-002296;EVT-019299;MRS-F-045;MRS-F-045-D0236;TM-04;Mezitli;kirsal;PLANSIZ;2021-11-13 12:28:00;2021-11-13 14:15:18;107,3;46,8;200;0;393,4;HAYVAN;kus temasi;SCADA;0;0;0;DIREK;0
OMS-2021-011041;EVT-094214;MRS-F-116;MRS-F-116-D0301;TM-13;Gulnar;kirsal;PLANSIZ;2021-11-13 13:31:00;2021-11-13 17:21:30;230,5;20,5;1348;1;5696,4;AGAC_TEMASI;agc. temasi;SCADA;0;0;0;DIREK;0
OMS-2021-007152;EVT-060899;MRS-F-089;MRS-F-089-D0065;TM-08;Silifke;kirsal;PLANSIZ;2021-11-13 16:18:00;2021-11-13 20:01:24;223,4;122,1;457;0;1871,7;AGAC_TEMASI;dal temas?;186_CAGRI;0;0;0;DIREK;0
OMS-2021-006189;EVT-052651;MRS-F-082;MRS-F-082-D0016;TM-08;Silifke;kentsel;PLANSIZ;2021-11-13 16:19:00;2021-11-13 17:11:36;52,6;36,8;7165;1;6909,4;AGAC_TEMASI;AGAC TEMASI;SCADA;0;0;0;DIREK;0
OMS-2021-004917;EVT-042208;MRS-F-072;MRS-F-072-D0019;TM-07;Erdemli;kirsal;PLANSIZ;2021-11-13 17:22:00;2021-11-13 20:59:18;217,3;152,1;2180;1;8684,8;EKIPMAN_YASLANMA;iletken kopmasi (eskime);SCADA;0;0;0;DIREK;0
OMS-2021-007154;EVT-060901;MRS-F-089;MRS-F-089-D0160;TM-08;Silifke;kirsal;PLANSIZ;2021-11-13 20:09:00;2021-11-13 22:34:54;145,9;36;859;1;2297,7;HAVA_KOSULLARI;kar yuku;186_CAGRI;0;0;0;DIREK;0
OMS-2021-007153;EVT-060900;MRS-F-089;MRS-F-089-D0297;TM-08;Silifke;kirsal;PLANSIZ;2021-11-13 23:54:00;2021-11-14 01:57:54;123,9;78,8;476;0;1081,2;AGAC_TEMASI;dal temas?;186_CAGRI;0;0;0;DIREK;0
OMS-2021-004553;EVT-039053;MRS-F-069;MRS-F-069-D0028;TM-06;Camliyayla;kirsal;PLANSIZ;2021-11-14 19:03:00;2021-11-15 01:10:24;367,4;63,9;860;0;5792,7;HAYVAN;kus temasi;SCADA;0;0;0;DIREK;0
OMS-2021-010493;EVT-089540;MRS-F-112;MRS-F-112-D0198;TM-12;Mut;kirsal;PLANSIZ;2021-11-15 07:32:00;2021-11-15 10:05:36;153,6;53,5;2580;1;7265,3;UCUNCU_SAHIS;kazi hasari;SCADA;0;0;0;DIREK;0
OMS-2021-004918;EVT-042209;MRS-F-072;MRS-F-072-D0340;TM-07;Erdemli;kirsal;PLANSIZ;2021-11-15 10:02:00;2021-11-15 12:23:36;141,6;53;721;0;1871,7;HAYVAN;hayvan kaynakli kisa devre;186_CAGRI;0;1;0;DIREK;0
OMS-2021-006781;EVT-057767;MRS-F-086;MRS-F-086-D0006;TM-08;Silifke;kentsel;PLANSIZ;2021-11-15 10:51:00;2021-11-15 12:20:42;89,7;27,8;5538;1;9107,2;HAVA_KOSULLARI;firtina;SCADA;0;0;0;DIREK;0
OMS-2021-003726;EVT-031804;MRS-F-064;MRS-F-064-D0335;TM-05;Tarsus;kirsal;PLANSIZ;2021-11-15 13:49:00;2021-11-15 17:31:48;222,8;59,2;327;0;1335,7;DIGER;;186_CAGRI;0;0;0;DIREK;0
OMS-2021-009056;EVT-077306;MRS-F-102;MRS-F-102-D0178;TM-11;Anamur;kirsal;PLANSIZ;2021-11-15 17:36:00;2021-11-15 20:09:18;153,3;60,3;2706;1;7605,2;HAVA_KOSULLARI;ruzgar-hat sallanmasi;SCADA;0;0;0;DIREK;0
OMS-2021-011042;EVT-094215;MRS-F-116;MRS-F-116-D0387;TM-13;Gulnar;kirsal;PLANSIZ;2021-11-15 22:30:00;2021-11-16 00:08:24;98,4;51;876;1;1580,3;HAYVAN;hayvan temasi;SCADA;0;0;0;DIREK;0
OMS-2021-002781;EVT-023719;MRS-F-054;MRS-F-054-T021;TM-05;Tarsus;kentsel;PLANSIZ;2021-11-16 08:53:00;2021-11-16 11:59:36;186,6;22,2;5631;0;19263,7;KABLO_ARIZASI;kablo basligi patlamasi;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2021-005743;EVT-049207;MRS-F-078;MRS-F-078-T028;TM-07;Erdemli;kentsel;PLANSIZ;2021-11-16 08:56:00;2021-11-16 11:03:06;127,1;18,1;5922;3;13799,2;KABLO_ARIZASI;yeralti kablo arizasi;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2021-004919;EVT-042210;MRS-F-072;MRS-F-072-D0016;TM-07;Erdemli;kirsal;PLANSIZ;2021-11-16 15:23:00;2021-11-16 18:30:18;187,3;48,1;2353;1;8079,8;IZOLATOR_ARIZASI;izolatr kirik;SCADA;0;0;0;DIREK;0
OMS-2021-002062;EVT-017264;MRS-F-044;MRS-F-044-D0215;TM-04;Mezitli;kirsal;PLANSIZ;2021-11-16 15:47:00;2021-11-16 17:43:00;116;23,7;1773;0;3770,6;HAVA_KOSULLARI;yildirim dusmesi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-004199;EVT-035933;MRS-F-067;MRS-F-067-D0228;TM-06;Camliyayla;kirsal;PLANSIZ;2021-11-16 18:43:00;2021-11-16 23:00:06;257,1;119,4;1012;0;4770,1;AGAC_TEMASI;agac dali kesildi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-003887;EVT-033078;MRS-F-065;MRS-F-065-D0115;TM-05;Tarsus;kirsal;PLANSIZ;2021-11-16 23:48:00;2021-11-17 01:09:42;81,7;51,3;432;0;647,1;HAYVAN;KEDI TRAFOYA GIRDI;SCADA;0;0;0;DIREK;0
OMS-2021-003507;EVT-030019;MRS-F-063;MRS-F-063-D0101;TM-05;Tarsus;kirsal;PLANSIZ;2021-11-17 14:23:00;2021-11-17 16:49:54;146,9;102,8;546;1;1470,5;AGAC_TEMASI;AGAC TEMASI;SCADA;0;0;0;DIREK;0
OMS-2021-008183;EVT-069953;MRS-F-095;MRS-F-095-D0184;TM-10;Bozyazi;kirsal;PLANSIZ;2021-11-18 07:39:00;2021-11-18 10:22:42;163,7;55,9;1089;1;3268,3;AGAC_TEMASI;AGAC TEMASI;186_CAGRI;0;0;0;DIREK;0
OMS-2021-008741;EVT-074672;MRS-F-100;MRS-F-100-D0025;TM-11;Anamur;kirsal;PLANSIZ;2021-11-18 10:54:00;2021-11-18 12:18:42;84,7;36,5;1953;0;3032,7;AGAC_TEMASI;agc. temasi;SCADA;0;0;0;DIREK;0
OMS-2021-006630;EVT-056462;MRS-F-085;MRS-F-085-T002;TM-08;Silifke;kirsal;PLANSIZ;2021-11-18 11:32:00;2021-11-18 12:44:42;72,7;15,8;370;1;493,1;ASIRI_YUKLENME;trafo asiri yuklenme;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2021-003727;EVT-031806;MRS-F-064;MRS-F-064-D0029;TM-05;Tarsus;kirsal;PLANSIZ;2021-11-18 13:15:00;2021-11-18 15:54:54;159,9;100;567;0;1662,2;HAVA_KOSULLARI;yildirim dusmesi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-006007;EVT-051420;MRS-F-081;MRS-F-081-D0041;TM-08;Silifke;kirsal;PLANSIZ;2021-11-18 18:00:00;2021-11-18 19:40:54;100,9;60,2;465;0;860,2;HAYVAN;kus temasi;SCADA;0;0;0;DIREK;0
OMS-2021-007767;EVT-066471;MRS-F-092;MRS-F-092-D0132;TM-09;Aydincik;kirsal;PLANSIZ;2021-11-18 18:33:00;2021-11-18 20:52:06;139,1;68,4;2213;1;5643,5;AGAC_TEMASI;agac dali kesildi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-010608;EVT-090545;MRS-F-113;MRS-F-113-D0022;TM-12;Mut;kirsal;PLANSIZ;2021-11-18 21:40:00;2021-11-19 01:19:42;219,7;49,5;2395;1;9646,7;AGAC_TEMASI;agc. temasi;SCADA;0;0;0;DIREK;0
OMS-2021-000130;EVT-001046;MRS-F-004;MRS-F-004-D0005;TM-01;Akdeniz;kentsel;PLANSIZ;2021-11-19 05:32:00;2021-11-19 06:45:36;73,6;24,6;527;0;711,1;IZOLATOR_ARIZASI;izo. delinme;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2021-004008;EVT-034163;MRS-F-066;MRS-F-066-D0274;TM-05;Tarsus;kirsal;PLANSIZ;2021-11-19 14:42:00;2021-11-19 17:24:36;162,6;89,6;1515;0;4516,2;EKIPMAN_YASLANMA;direk curumesi;SCADA;0;0;0;DIREK;0
OMS-2021-001014;EVT-008383;MRS-F-024;MRS-F-024-D0129;TM-02;Toroslar;kirsal;PLANSIZ;2021-11-19 23:38:00;2021-11-20 03:09:24;211,4;49,2;1535;1;5949,1;AGAC_TEMASI;AGAC TEMASI;SCADA;0;0;0;DIREK;0
OMS-2021-002905;EVT-024767;MRS-F-057;MRS-F-057-D0173;TM-05;Tarsus;kirsal;PLANSIZ;2021-11-19 23:59:00;2021-11-20 05:30:06;331,1;53,5;1406;0;8534,7;HAVA_KOSULLARI;FIRTINA;SCADA;0;0;0;DIREK;0
OMS-2021-009636;EVT-082483;MRS-F-106;MRS-F-106-D0246;TM-11;Anamur;kirsal;PLANSIZ;2021-11-20 06:24:00;2021-11-20 09:52:24;208,4;124;808;0;3087,1;HAVA_KOSULLARI;yildirim dusmesi;186_CAGRI;0;1;0;DIREK;0
OMS-2021-011449;EVT-097637;MRS-F-118;MRS-F-118-D0058;TM-13;Gulnar;kirsal;PLANSIZ;2021-11-20 07:19:00;2021-11-20 11:25:54;246,9;59;1248;0;5649,1;IZOLATOR_ARIZASI;izolator kirik;186_CAGRI;0;0;0;DIREK;0
OMS-2021-008491;EVT-072522;MRS-F-098;MRS-F-098-D0043;TM-10;Bozyazi;kirsal;PLANSIZ;2021-11-20 12:02:00;2021-11-20 13:47:24;105,4;73,8;632;0;1221,2;AGAC_TEMASI;AGAC TEMASI;186_CAGRI;0;0;0;DIREK;0
OMS-2021-009904;EVT-084632;MRS-F-108;MRS-F-108-D0315;TM-12;Mut;kirsal;PLANSIZ;2021-11-20 12:18:00;2021-11-20 16:19:12;241,2;48,8;1098;0;4855,4;AGAC_TEMASI;AGAC TEMASI;SCADA;0;0;0;DIREK;0
OMS-2021-000398;EVT-003258;MRS-F-010;MRS-F-010-D0103;TM-01;Akdeniz;kirsal;PLANSIZ;2021-11-20 13:45:00;2021-11-20 17:52:48;247,8;103,1;2436;1;11066,7;HAVA_KOSULLARI;ruzgar-hat sallanmasi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-009637;EVT-082484;MRS-F-106;MRS-F-106-D0134;TM-11;Anamur;kirsal;PLANSIZ;2021-11-20 13:53:00;2021-11-20 15:25:12;92,2;27,5;1539;1;2601,4;AGAC_TEMASI;AGAC TEMASI;186_CAGRI;0;0;0;DIREK;0
OMS-2021-007320;EVT-062577;MRS-F-090;MRS-F-090-D0114;TM-08;Silifke;kirsal;PLANSIZ;2021-11-20 20:03:00;2021-11-20 21:46:48;103,8;26,4;188;0;357,8;HAYVAN;kus temasi;SCADA;0;0;0;DIREK;0
OMS-2021-009347;EVT-080036;MRS-F-104;MRS-F-104-D0017;TM-11;Anamur;kirsal;PLANSIZ;2021-11-20 23:48:00;2021-11-21 03:09:00;201;52,8;180;0;663,3;AGAC_TEMASI;agac dali temasi;SCADA;0;0;0;DIREK;0
OMS-2021-002297;EVT-019302;MRS-F-045;MRS-F-045-T004;TM-04;Mezitli;kirsal;PLANSIZ;2021-11-21 06:59:00;2021-11-21 12:40:30;341,5;195,8;316;0;1978,4;ASIRI_YUKLENME;trafo asiri yuklenme;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2021-009638;EVT-082488;MRS-F-106;MRS-F-106-D0100;TM-11;Anamur;kirsal;PLANSIZ;2021-11-21 08:01:00;2021-11-21 10:03:36;122,6;19,4;1028;1;2310,6;AGAC_TEMASI;agc. temasi;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2021-007545;EVT-064520;MRS-F-091;MRS-F-091-D0283;TM-08;Silifke;kirsal;PLANSIZ;2021-11-21 10:42:00;2021-11-21 12:27:00;105;53,4;1305;0;2512,1;UCUNCU_SAHIS;kazi hasari;SCADA;0;0;0;DIREK;0
OMS-2021-010851;EVT-092553;MRS-F-115;MRS-F-115-T021;TM-13;Gulnar;kirsal;PLANSIZ;2021-11-21 17:13:00;2021-11-21 19:41:48;148,8;83;2666;1;7272,8;EKIPMAN_YASLANMA;travers korozyonu;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;1
OMS-2021-004200;EVT-035938;MRS-F-067;MRS-F-067-D0192;TM-06;Camliyayla;kirsal;PLANSIZ;2021-11-22 15:34:00;2021-11-22 19:58:06;264,1;60,8;813;0;3936,4;DIGER;neden tespit edilemedi;SCADA;0;0;0;DIREK;0
OMS-2021-005140;EVT-044064;MRS-F-073;MRS-F-073-D0109;TM-07;Erdemli;kirsal;PLANSIZ;2021-11-22 17:59:00;2021-11-22 19:06:12;67,2;33,4;790;0;973,3;DIGER;arastiriliyor;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2021-007321;EVT-062578;MRS-F-090;MRS-F-090-T002;TM-08;Silifke;kirsal;PLANSIZ;2021-11-22 22:28:00;2021-11-23 01:50:36;202,6;80,9;570;1;2117,2;ASIRI_YUKLENME;ASIRI YUK;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2021-000131;EVT-001048;MRS-F-004;MRS-F-004-D0005;TM-01;Akdeniz;kentsel;PLANSIZ;2021-11-23 08:58:00;2021-11-23 11:15:42;137,7;21,5;2645;0;6677,3;AGAC_TEMASI;AGAC TEMASI;SCADA;0;0;0;DIREK;0
OMS-2021-000246;EVT-002050;MRS-F-007;MRS-F-007-D0003;TM-01;Akdeniz;kentsel;PLANSIZ;2021-11-23 11:43:00;2021-11-23 13:24:30;101,5;44,4;7399;3;13768,3;HAVA_KOSULLARI;yildirim dusmesi;SCADA;0;0;0;DIREK;0
OMS-2021-002298;EVT-019304;MRS-F-045;MRS-F-045-D0293;TM-04;Mezitli;kirsal;PLANSIZ;2021-11-23 11:46:00;2021-11-23 14:36:30;170,5;79,6;843;0;2635,1;AGAC_TEMASI;dal temas?;SCADA;0;0;0;DIREK;0
OMS-2021-000207;EVT-001694;MRS-F-006;MRS-F-006-D0002;TM-01;Akdeniz;kentsel;PLANSIZ;2021-11-23 12:10:00;2021-11-23 16:48:18;278,3;26,2;4329;0;22087,3;HAVA_KOSULLARI;yildirim dusmesi;SCADA;0;0;0;DIREK;0
OMS-2021-010494;EVT-089544;MRS-F-112;MRS-F-112-D0054;TM-12;Mut;kirsal;PLANSIZ;2021-11-23 16:54:00;2021-11-23 19:07:54;133,9;51,9;1575;1;3866,4;EKIPMAN_YASLANMA;eskimis iletken degisti;SCADA;0;0;0;DIREK;0
OMS-2021-004920;EVT-042216;MRS-F-072;MRS-F-072-D0049;TM-07;Erdemli;kirsal;PLANSIZ;2021-11-24 11:36:00;2021-11-24 14:14:42;158,7;79,7;1070;0;3113,2;AGAC_TEMASI;agc. temasi;SCADA;0;0;0;DIREK;0
OMS-2021-009639;EVT-082495;MRS-F-106;MRS-F-106-D0146;TM-11;Anamur;kirsal;PLANSIZ;2021-11-24 16:18:00;2021-11-24 18:30:36;132,6;48,8;1318;1;3204,1;AGAC_TEMASI;AGAC TEMASI;186_CAGRI;0;0;0;DIREK;0
OMS-2021-011043;EVT-094222;MRS-F-116;MRS-F-116-D0047;TM-13;Gulnar;kirsal;PLANSIZ;2021-11-24 16:28:00;2021-11-24 18:59:18;151,3;55,8;1208;1;3350,8;EKIPMAN_YASLANMA;direk curumesi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-006190;EVT-052654;MRS-F-082;MRS-F-082-D0013;TM-08;Silifke;kentsel;PLANSIZ;2021-11-24 16:48:00;2021-11-24 17:33:42;45,7;23,4;7833;1;6562,7;AGAC_TEMASI;agc. temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-005580;EVT-047840;MRS-F-077;MRS-F-077-D0211;TM-07;Erdemli;kirsal;PLANSIZ;2021-11-25 01:37:00;2021-11-25 02:49:12;72,2;29,4;1338;0;1771,1;AGAC_TEMASI;agc. temasi;SCADA;0;0;0;DIREK;0
OMS-2021-002586;EVT-021912;MRS-F-050;MRS-F-050-D0025;TM-04;Mezitli;kentsel;PLANSIZ;2021-11-25 07:08:00;2021-11-25 08:28:36;80,6;29,5;1541;0;2277,1;HAYVAN;kus temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-007935;EVT-067908;MRS-F-093;MRS-F-093-D0043;TM-09;Aydincik;kirsal;PLANSIZ;2021-11-25 11:00:00;2021-11-25 14:04:54;184,9;38,5;249;0;844,1;AGAC_TEMASI;AGAC TEMASI;186_CAGRI;0;0;0;DIREK;0
OMS-2021-011278;EVT-096180;MRS-F-117;MRS-F-117-D0276;TM-13;Gulnar;kirsal;PLANSIZ;2021-11-25 12:21:00;2021-11-25 21:16:18;535,3;28,8;649;1;6369,2;HAVA_KOSULLARI;kar yuku;SCADA;0;0;0;DIREK;0
OMS-2021-006631;EVT-056463;MRS-F-085;MRS-F-085-T003;TM-08;Silifke;kirsal;PLANSIZ;2021-11-25 21:49:00;2021-11-26 01:04:54;195,9;88,5;278;1;998,4;HAYVAN;KEDI TRAFOYA GIRDI;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2021-002471;EVT-020952;MRS-F-047;MRS-F-047-D0005;TM-04;Mezitli;kentsel;PLANSIZ;2021-11-25 23:10:00;2021-11-26 01:30:42;140,7;65,1;3709;1;9567,4;EKIPMAN_YASLANMA;DIREK CURUMESI;SCADA;0;0;0;DIREK;0
OMS-2021-007936;EVT-067909;MRS-F-093;MRS-F-093-D0050;TM-09;Aydincik;kirsal;PLANSIZ;2021-11-26 07:30:00;2021-11-26 09:40:54;130,9;42,2;814;0;1953,5;HAYVAN;hayvan kaynakli kisa devre;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2021-001162;EVT-009715;MRS-F-027;MRS-F-027-D0009;TM-02;Toroslar;kentsel;PLANSIZ;2021-11-26 08:04:00;2021-11-26 11:41:54;217,9;50,1;8550;0;34155,8;IZOLATOR_ARIZASI;izolatr kirik;186_CAGRI;0;0;0;DIREK;0
OMS-2021-008184;EVT-069959;MRS-F-095;MRS-F-095-D0062;TM-10;Bozyazi;kirsal;PLANSIZ;2021-11-28 02:54:00;2021-11-28 06:49:42;235,7;72,7;274;0;1184;HAVA_KOSULLARI;firtina nedeniyle iletken kopmasi;SCADA;0;0;0;DIREK;0
OMS-2021-002063;EVT-017269;MRS-F-044;MRS-F-044-T015;TM-04;Mezitli;kirsal;PLANSIZ;2021-11-28 06:57:00;2021-11-28 10:43:36;226,6;158,6;1761;0;7315,8;ASIRI_YUKLENME;yuklenme kaynakli;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2021-009057;EVT-077317;MRS-F-102;MRS-F-102-T003;TM-11;Anamur;kirsal;PLANSIZ;2021-11-28 09:28:00;2021-11-28 14:20:18;292,3;124,1;1380;0;7395,2;EKIPMAN_YASLANMA;travers korozyonu;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;1
OMS-2021-005581;EVT-047844;MRS-F-077;MRS-F-077-D0153;TM-07;Erdemli;kirsal;PLANSIZ;2021-11-28 11:27:00;2021-11-28 16:10:24;283,4;67,4;1163;0;6042,6;HAVA_KOSULLARI;firtina;SCADA;0;0;0;DIREK;0
OMS-2021-002716;EVT-023107;MRS-F-053;MRS-F-053-D0073;TM-05;Tarsus;kirsal;PLANSIZ;2021-11-28 15:22:00;2021-11-28 18:40:18;198,3;89,3;2329;1;8467,1;IZOLATOR_ARIZASI;izolator kirik;186_CAGRI;0;0;0;DIREK;0
OMS-2021-004201;EVT-035944;MRS-F-067;MRS-F-067-D0221;TM-06;Camliyayla;kirsal;PLANSIZ;2021-11-28 19:03:00;2021-11-28 22:51:24;228,4;61,5;1148;0;4807,1;DIGER;BILINMIYOR;SCADA;0;0;0;DIREK;0
OMS-2021-003007;EVT-025753;MRS-F-058;MRS-F-058-D0020;TM-05;Tarsus;kirsal;PLANSIZ;2021-11-28 22:37:00;2021-11-29 02:46:12;249,2;85,6;806;0;3682,3;HAYVAN;hayvan kaynakli kisa devre;SCADA;0;0;0;DIREK;0
OMS-2021-006945;EVT-059234;MRS-F-088;MRS-F-088-D0222;TM-08;Silifke;kirsal;PLANSIZ;2021-11-29 22:48:00;2021-11-30 02:27:18;219,3;31,1;1271;1;5110,1;AGAC_TEMASI;agac dali temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-002811;EVT-024026;MRS-F-055;MRS-F-055-D0003;TM-05;Tarsus;kentsel;PLANSIZ;2021-11-30 10:53:00;2021-11-30 13:07:00;134;29,8;7194;3;17673,3;UCUNCU_SAHIS;ARAC CARPMASI DIREK;SCADA;0;0;0;DIREK;0
OMS-2021-003728;EVT-031809;MRS-F-064;MRS-F-064-D0286;TM-05;Tarsus;kirsal;PLANSIZ;2021-11-30 15:40:00;2021-11-30 20:11:12;271,2;49;2783;1;13837,1;HAYVAN;KEDI TRAFOYA GIRDI;SCADA;0;0;0;DIREK;0
OMS-2021-011450;EVT-097641;MRS-F-118;MRS-F-118-D0045;TM-13;Gulnar;kirsal;PLANSIZ;2021-11-30 17:12:00;2021-11-30 20:08:12;176,2;59,7;2063;0;6664,2;HAVA_KOSULLARI;kar yuku;SCADA;0;0;0;DIREK;0
OMS-2021-002626;EVT-022209;MRS-F-051;MRS-F-051-D0005;TM-05;Tarsus;kentsel;PLANSIZ;2021-11-30 18:55:00;2021-11-30 20:49:54;114,9;9,9;1896;1;3993,9;DIGER;-;SCADA;0;0;0;DIREK;0
OMS-2021-003171;EVT-027164;MRS-F-059;MRS-F-059-T008;TM-05;Tarsus;kirsal;PLANSIZ;2021-12-01 06:24:00;2021-12-01 10:17:06;233,1;163,2;1027;0;4388,9;ASIRI_YUKLENME;sigorta atmasi yuk;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2021-009058;EVT-077320;MRS-F-102;MRS-F-102-D0288;TM-11;Anamur;kirsal;PLANSIZ;2021-12-01 12:20:00;2021-12-01 16:11:06;231,1;71,8;2507;1;10621,7;IZOLATOR_ARIZASI;izolatr kirik;186_CAGRI;0;0;0;DIREK;0
OMS-2021-005582;EVT-047847;MRS-F-077;MRS-F-077-D0258;TM-07;Erdemli;kirsal;PLANSIZ;2021-12-01 12:29:00;2021-12-01 15:43:48;194,8;81,5;1613;0;5760,6;HAYVAN;KEDI TRAFOYA GIRDI;SCADA;0;0;0;DIREK;0
OMS-2021-001252;EVT-010474;MRS-F-029;MRS-F-029-D0018;TM-03;Yenisehir;kentsel;PLANSIZ;2021-12-01 13:12:00;2021-12-01 15:25:06;133,1;80,6;356;0;868,7;HAVA_KOSULLARI;kar yuku;186_CAGRI;0;0;0;DIREK;0
OMS-2021-010852;EVT-092559;MRS-F-115;MRS-F-115-D0333;TM-13;Gulnar;kirsal;PLANSIZ;2021-12-01 16:19:00;2021-12-01 21:39:42;320,7;20,7;1771;1;10412,6;UCUNCU_SAHIS;kazi calismasi kablo hasari;SCADA;0;0;0;DIREK;0
OMS-2021-006449;EVT-054936;MRS-F-084;MRS-F-084-D0058;TM-08;Silifke;kirsal;PLANSIZ;2021-12-02 11:13:00;2021-12-02 14:55:00;222;94,9;723;0;2942,6;AGAC_TEMASI;dal temas?;SCADA;0;0;0;DIREK;0
OMS-2021-002064;EVT-017272;MRS-F-044;MRS-F-044-D0463;TM-04;Mezitli;kirsal;PLANSIZ;2021-12-02 13:39:00;2021-12-02 15:59:06;140,1;88,1;1335;0;3428,9;IZOLATOR_ARIZASI;izolatr kirik;SCADA;0;0;0;DIREK;0
OMS-2021-004554;EVT-039060;MRS-F-069;MRS-F-069-D0006;TM-06;Camliyayla;kirsal;PLANSIZ;2021-12-02 16:57:00;2021-12-02 19:16:06;139,1;76;1765;0;4501;HAYVAN;kus;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2021-006448;EVT-054935;MRS-F-084;MRS-F-084-D0093;TM-08;Silifke;kirsal;PLANSIZ;2021-12-02 21:30:00;2021-12-02 23:54:36;144,6;52,4;313;0;829,8;EKIPMAN_YASLANMA;iletken kopmasi (eskime);SCADA;0;0;0;DIREK;0
OMS-2021-900002;EVT-056467;MRS-F-085;MRS-F-085-T003;TM-08;Silifke;kirsal;PLANSIZ;2021-12-03 18:32:00;2021-12-04 02:27:24;475,4;65,5;147;0;1281,2;KABLO_ARIZASI;yeralti kablo arizasi;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2021-009348;EVT-080041;MRS-F-104;MRS-F-104-D0123;TM-11;Anamur;kirsal;PLANSIZ;2021-12-04 09:55:00;2021-12-04 11:51:24;116,4;68,2;170;0;362,8;EKIPMAN_YASLANMA;iletken kopmasi (eskime);186_CAGRI;0;0;0;DIREK;0
OMS-2021-008350;EVT-071288;MRS-F-097;MRS-F-097-D0182;TM-10;Bozyazi;kirsal;PLANSIZ;2021-12-04 13:03:00;2021-12-04 14:59:06;116,1;18,9;512;0;1089,8;AGAC_TEMASI;agc. temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-007768;EVT-066480;MRS-F-092;MRS-F-092-D0040;TM-09;Aydincik;kirsal;PLANSIZ;2021-12-04 15:02:00;2021-12-04 16:18:24;76,4;53,5;1183;0;1657;HAYVAN;kus temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-001665;EVT-013861;MRS-F-037;MRS-F-037-D0010;TM-03;Yenisehir;kentsel;PLANSIZ;2021-12-04 16:34:00;2021-12-04 19:27:18;173,3;9,1;1242;1;3946;AGAC_TEMASI;agc. temasi;SCADA;0;0;0;DIREK;0
OMS-2021-006450;EVT-054938;MRS-F-084;MRS-F-084-D0098;TM-08;Silifke;kirsal;PLANSIZ;2021-12-05 16:35:00;2021-12-05 18:28:42;113,7;34,2;254;0;529,5;AGAC_TEMASI;AGAC TEMASI;SCADA;0;0;0;DIREK;0
OMS-2021-009905;EVT-084642;MRS-F-108;MRS-F-108-D0328;TM-12;Mut;kirsal;PLANSIZ;2021-12-05 21:56:00;2021-12-06 00:53:36;177,6;122,7;2340;0;7619;HAVA_KOSULLARI;yildirim dusmesi;186_CAGRI;0;0;0;DIREK;0
OMS-2021-011279;EVT-096191;MRS-F-117;MRS-F-117-D0105;TM-13;Gulnar;kirsal;PLANSIZ;2021-12-06 23:46:00;2021-12-07 00:49:06;63,1;36,4;364;0;421,1;EKIPMAN_YASLANMA;travers korozyonu;SCADA;0;0;0;DIREK;0
